"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: impl","Param: payloadType","Param: seed","Param: size","Param: testType","Param: threads"
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,4087.035562,76.014538,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,324.058699,5.840955,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,106.539547,2.542345,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,53.080058,1.303606,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,29.017584,0.819992,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,10633.689714,126.963572,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,1001.041230,26.408131,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,125.757454,4.101498,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,30.732475,0.414065,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,15.343529,0.274851,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,7.745518,0.441529,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,45972.313850,390.324659,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,7758.720486,147.255680,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,1101.344273,51.881607,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,244.302489,27.203414,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,113.945386,13.886075,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,57.138511,6.346002,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,50847.181718,2294.869711,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,12824.825145,419.505626,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,1048.496937,71.006932,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,280.152260,37.531825,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,4194304,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,101.600656,31.177929,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8388608,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,18.167813,6.633855,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16777216,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,13961.792168,61.195461,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,2106.097907,32.982894,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,252.636715,1.253450,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,67.021467,0.680637,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,4194304,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,34.183807,0.147271,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8388608,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,10.811208,2.293206,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16777216,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,10678.258877,184.184842,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,1285.754480,33.137338,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,151.176103,5.577533,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,39.281955,4.380743,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,4194304,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,22.131708,0.410844,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8388608,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,5.900395,1.594514,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16777216,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,6141.337292,89.448867,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,568.485377,32.587992,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,64.496635,2.982531,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,15.310758,0.189587,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,7.919957,0.624808,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,3.898755,0.190868,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,4541.197104,72.135964,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,575.149696,7.599003,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,70.522304,1.102344,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,17.264848,0.284369,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,8.299876,0.172935,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,3.561766,0.237835,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,16864.436054,353.375556,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,2161.287554,59.028391,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,265.716313,16.373025,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,74.351265,4.495112,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,4194304,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,39.778747,0.966498,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8388608,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,8.893159,3.237655,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16777216,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,43778.262804,528.804440,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,7259.627361,251.298005,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,703.019515,23.946842,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,201.666776,14.832902,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,116.888938,10.387157,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,64.441968,11.258961,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,12052.738600,125.738289,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,1237.193608,69.494899,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,133.598743,2.237543,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,35.541446,0.546757,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,17.734280,0.480839,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,8.546961,0.445831,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,update,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,27217.264003,362.091000,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,3975.474238,135.827637,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,411.156279,5.345391,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,111.276456,2.622799,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,56.227568,2.161835,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,30.857073,1.153658,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,8003.996953,245.550786,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,977.229491,19.650054,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,107.379013,6.680463,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,34.618488,1.385607,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,4194304,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,17.112437,0.402126,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8388608,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,5.900660,1.153013,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16777216,even,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,6931.917979,83.169666,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16384,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,633.051883,35.905084,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,131072,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,71.279007,1.034234,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,1048576,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,17.626786,0.389465,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,4194304,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,8.182593,0.408068,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,8388608,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,4.695969,0.197539,"ops/s",PARALLEL_ADAPTIVE_MAP,STRING_DICTIONARY,42,16777216,update,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,24615.972911,269.742771,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,3949.226878,188.009930,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,429.703235,20.377864,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,126.321546,5.318795,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,4194304,update,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,64.861133,4.713037,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8388608,update,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,11.040544,4.546715,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,16777216,update,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,64494.399889,120.105308,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,62746.502751,166.474397,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,50011.453525,413.493028,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,63691.261547,384.820322,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,62024.602508,521.229265,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,46780.376352,303.579955,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,77145.615092,1755.329211,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,76868.413772,1757.565518,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,63663.654826,1688.091700,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,21131.395470,185.593951,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,19945.093356,788.212509,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",1,40,12424.923930,61.800281,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,1
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,88311.007454,396.568015,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,86073.911525,322.608756,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,73598.923965,449.161337,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,28801.760071,188.926457,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,28102.828372,280.882474,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,18897.532911,263.373449,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,46063.271329,266.065770,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,44187.061450,347.170454,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,32814.103628,272.403471,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,82785.212044,1330.401598,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,83083.217542,1791.851786,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,70836.859907,1971.188588,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,53343.317389,611.130329,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,52964.590174,504.470064,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,41361.536462,598.762975,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,58374.371369,516.916893,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,56454.250216,570.050829,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",16,40,47708.847869,254.687939,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,16
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,48509.504203,137.878166,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,48012.743746,171.781146,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",8,40,38376.449297,282.705276,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,8
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,38696.992821,191.532498,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,38180.523039,240.627364,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",4,40,28543.597074,460.056704,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,4
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,69753.086512,1203.078791,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,68690.009154,1503.090813,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",32,40,58106.116912,1398.023743,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,32
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,32522.700603,213.056634,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,30643.202800,163.140655,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,2
"se.su.dsv.parallel_adaptive.ParallelAdaptiveBench.operationsRunner","thrpt",2,40,20680.296949,76.102249,"ops/s",PARALLEL_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,2
